@timestamp,auth_token_hash,method,path,path_normalized,remote_ip,request_id,response_size,response_time_ms,sampling_flag,status,upstream,user_agent,user_id_hash,user_role,waf_action,waf_rule_id,label
2026-05-04 02:50:08+00:00,(empty),GET,/api/users/by-email/user1@gmail.com,/api/users/by-email/{email},172.20.0.10,8019a4fcd3149a0e820f51fe7aa2cc32,146.0,1121.0,0,200,172.20.0.13:8000,python-httpx/0.28.1,(empty),GUEST,0,0,0
2026-05-04 02:50:09+00:00,(empty),POST,/api/auth/login,/api/auth/login,172.20.0.10,5b30447b3728a73d929794ad2f8942fd,372.0,2882.0,0,200,172.20.0.9:8001,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",(empty),GUEST,0,0,0
2026-05-04 02:50:11+00:00,(empty),GET,/api/products/,/api/products,172.20.0.10,aa71f01eb6ff1ab3a887093a0ca23196,4180.0,1953.0,0,200,172.20.0.15:8002,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",(empty),GUEST,0,0,0
2026-05-04 02:50:21+00:00,525a199d75c1b8d8a42e485ab47bed2f46efc3110ca6c79e6575b5d13e54ce73,GET,/api/cart/,/api/cart,172.20.0.10,ef4dba6d11a33453b86d91329bc93d6a,40.0,741.0,0,200,172.20.0.11:8004,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
2026-05-04 02:50:30+00:00,525a199d75c1b8d8a42e485ab47bed2f46efc3110ca6c79e6575b5d13e54ce73,GET,/api/orders/my-orders,/api/orders/my-orders,172.20.0.10,84984df6574289f2ecd77ca393c5e658,6133.0,694.0,0,200,172.20.0.16:8005,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
2026-05-04 03:02:38+00:00,(empty),GET,/api/products/,/api/products,172.20.0.10,aa501e50edbdd86e30d4135ee7817ffe,4180.0,250.0,0,200,172.20.0.15:8002,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",(empty),GUEST,0,0,0
2026-05-04 03:03:03+00:00,(empty),GET,/api/users/by-email/user1@gmail.com,/api/users/by-email/{email},172.20.0.10,229ba5045a489cb44dca0e726c53f25c,146.0,273.0,0,200,172.20.0.13:8000,python-httpx/0.28.1,(empty),GUEST,0,0,0
2026-05-04 03:03:03+00:00,(empty),POST,/api/auth/login,/api/auth/login,172.20.0.10,41e05813cf0e9a4df8980a7c121a022d,372.0,800.0,0,200,172.20.0.9:8001,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",(empty),GUEST,0,0,0
2026-05-04 03:03:03+00:00,(empty),GET,/api/products/,/api/products,172.20.0.10,04224faeb2c4db3c730e46a14f549a52,4180.0,14.0,0,200,172.20.0.15:8002,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",(empty),GUEST,0,0,0
2026-05-04 03:03:08+00:00,b9ec1251d360b9be5e7ad7f893f87829028d65ea98c1d879d21cbd050aef7ff3,GET,/api/orders/my-orders,/api/orders/my-orders,172.20.0.10,d6c4f056038073b4798ce1ea069bd924,6133.0,282.0,0,200,172.20.0.16:8005,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
2026-05-04 07:01:04+00:00,(empty),GET,/api/products/,/api/products,172.20.0.10,81ba22943e78ae804bfe9688a4bee941,4180.0,691.0,0,200,172.20.0.16:8002,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",(empty),GUEST,0,0,0
