@timestamp,auth_token_hash,method,path,path_normalized,remote_ip,request_id,response_size,response_time_ms,sampling_flag,status,upstream,user_agent,user_id_hash,user_role,waf_action,waf_rule_id,label
2026-04-19 03:50:49+00:00,6bc6c87ed5dd40b485ea225a768caeba29af749ba5f705cd677c699d6b1b9f77,POST,/api/cart/,/api/cart,172.20.0.10,146a2e75a9d8716ff8f84f25ae7a997d,69.0,201.0,0,200,172.20.0.9:8004,python-httpx/0.28.1,b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
2026-04-19 03:51:28+00:00,(empty),GET,/api/users/by-email/user1@gmail.com,/api/users/by-email/{email},172.20.0.10,b673d50473545ede430e2553cc8b29ba,146.0,107.0,0,200,172.20.0.14:8000,python-httpx/0.28.1,(empty),GUEST,0,0,0
2026-04-19 03:51:28+00:00,(empty),POST,/api/auth/login,/api/auth/login,172.20.0.10,93e00de0023453ec8ffe0b2fa7cb2dab,372.0,469.0,0,200,172.20.0.16:8001,python-httpx/0.28.1,(empty),GUEST,0,0,0
2026-04-19 03:51:28+00:00,(empty),GET,/api/products/,/api/products,172.20.0.10,3d54766700ccbacee307e06aa4a54070,4180.0,120.0,0,200,172.20.0.11:8002,python-httpx/0.28.1,(empty),GUEST,0,0,0
2026-04-19 03:51:38+00:00,ba9a7945e72cf581535e7a85fce03f6021d76a35405f1b980f4da98025d5cdf5,POST,/api/cart/,/api/cart,172.20.0.10,3f9f9b371db610bf9194c84a129fc670,69.0,68.0,0,200,172.20.0.9:8004,python-httpx/0.28.1,b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
2026-04-19 03:51:41+00:00,ba9a7945e72cf581535e7a85fce03f6021d76a35405f1b980f4da98025d5cdf5,GET,/api/cart/,/api/cart,172.20.0.10,115102dd05603d8506e3c29f9675141d,69.0,7.0,0,200,172.20.0.9:8004,python-httpx/0.28.1,b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
2026-04-19 03:51:41+00:00,(empty),GET,/api/products/4,/api/products/{id},172.20.0.10,102bdd4431b84ff17454e4ea2a880335,205.0,30.0,0,200,172.20.0.11:8002,python-httpx/0.28.1,(empty),GUEST,0,0,0
2026-04-19 03:51:44+00:00,ba9a7945e72cf581535e7a85fce03f6021d76a35405f1b980f4da98025d5cdf5,DELETE,/api/cart/item/4,/api/cart/item/{id},172.20.0.10,974e86e5b37f619ec1398073f35ad1ed,40.0,18.0,0,200,172.20.0.9:8004,python-httpx/0.28.1,b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
2026-04-19 03:51:44+00:00,ba9a7945e72cf581535e7a85fce03f6021d76a35405f1b980f4da98025d5cdf5,GET,/api/cart/,/api/cart,172.20.0.10,7c5bc5c18ada3c45827cc27be279f895,40.0,6.0,0,200,172.20.0.9:8004,python-httpx/0.28.1,b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
2026-04-19 03:51:47+00:00,(empty),GET,/api/products/,/api/products,172.20.0.10,bced2f07e0ec90a298f9ccb777559c3c,4180.0,11.0,0,200,172.20.0.11:8002,python-httpx/0.28.1,(empty),GUEST,0,0,0
2026-04-19 03:51:50+00:00,ba9a7945e72cf581535e7a85fce03f6021d76a35405f1b980f4da98025d5cdf5,POST,/api/cart/,/api/cart,172.20.0.10,60c3fd11fc337d53853d64b78c1b329c,69.0,8.0,0,200,172.20.0.9:8004,python-httpx/0.28.1,b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
2026-04-19 03:51:53+00:00,ba9a7945e72cf581535e7a85fce03f6021d76a35405f1b980f4da98025d5cdf5,GET,/api/cart/,/api/cart,172.20.0.10,e497cfd0c4e2676e04420bf894ae180a,69.0,6.0,0,200,172.20.0.9:8004,python-httpx/0.28.1,b822f99a7142e909d1b0df5b7f73270e083a1900bc11003d8e4dfcf5f53f7f5e,USER,0,0,0
